,Feature,Ranking
286,"('cases_new', 'W.P. Kuala Lumpur')",1
288,"('cases_new', 'W.P. Putrajaya')",1
290,"('vacc_1_week_before', 'Kedah')",1
291,"('vacc_1_week_before', 'Kelantan')",1
292,"('vacc_1_week_before', 'Melaka')",1
293,"('vacc_1_week_before', 'Negeri Sembilan')",1
294,"('vacc_1_week_before', 'Pahang')",1
298,"('vacc_1_week_before', 'Sarawak')",1
260,"('admitted_6_day_before', 'Kelantan')",1
140,"('admitted_total', 'Negeri Sembilan')",1
259,"('admitted_6_day_before', 'Kedah')",1
257,"('admitted_5_day_before', 'W.P. Putrajaya')",1
227,"('admitted_3_day_before', 'W.P. Putrajaya')",1
228,"('admitted_4_day_before', 'Johor')",1
230,"('admitted_4_day_before', 'Kelantan')",1
231,"('admitted_4_day_before', 'Melaka')",1
232,"('admitted_4_day_before', 'Negeri Sembilan')",1
234,"('admitted_4_day_before', 'Perak')",1
236,"('admitted_4_day_before', 'Sabah')",1
237,"('admitted_4_day_before', 'Sarawak')",1
238,"('admitted_4_day_before', 'Selangor')",1
240,"('admitted_4_day_before', 'W.P. Kuala Lumpur')",1
303,"('vacc_1_week_before', 'W.P. Putrajaya')",1
243,"('admitted_5_day_before', 'Johor')",1
244,"('admitted_5_day_before', 'Kedah')",1
245,"('admitted_5_day_before', 'Kelantan')",1
246,"('admitted_5_day_before', 'Melaka')",1
247,"('admitted_5_day_before', 'Negeri Sembilan')",1
248,"('admitted_5_day_before', 'Pahang')",1
249,"('admitted_5_day_before', 'Perak')",1
250,"('admitted_5_day_before', 'Perlis')",1
251,"('admitted_5_day_before', 'Sabah')",1
252,"('admitted_5_day_before', 'Sarawak')",1
253,"('admitted_5_day_before', 'Selangor')",1
254,"('admitted_5_day_before', 'Terengganu')",1
255,"('admitted_5_day_before', 'W.P. Kuala Lumpur')",1
256,"('admitted_5_day_before', 'W.P. Labuan')",1
258,"('admitted_6_day_before', 'Johor')",1
139,"('admitted_total', 'Melaka')",1
152,"('overall_admitted', '')",1
69,"('ICU_2_week_before', 'Sabah')",1
49,"('ICU_2_day_before', 'Melaka')",1
50,"('ICU_2_day_before', 'Negeri Sembilan')",1
336,"('vacc_4_week_before', 'Kelantan')",1
335,"('vacc_4_week_before', 'Kedah')",1
56,"('ICU_2_day_before', 'Selangor')",1
57,"('ICU_2_day_before', 'Terengganu')",1
58,"('ICU_2_day_before', 'W.P. Kuala Lumpur')",1
61,"('ICU_2_week_before', 'Johor')",1
62,"('ICU_2_week_before', 'Kedah')",1
63,"('ICU_2_week_before', 'Kelantan')",1
334,"('vacc_4_week_before', 'Johor')",1
65,"('ICU_2_week_before', 'Negeri Sembilan')",1
66,"('ICU_2_week_before', 'Pahang')",1
333,"('vacc_3_week_before', 'W.P. Putrajaya')",1
136,"('admitted_total', 'Johor')",1
70,"('ICU_2_week_before', 'Sarawak')",1
71,"('ICU_2_week_before', 'Selangor')",1
331,"('vacc_3_week_before', 'W.P. Kuala Lumpur')",1
330,"('vacc_3_week_before', 'Terengganu')",1
76,"('ICU_3_day_before', 'Johor')",1
77,"('ICU_3_day_before', 'Kedah')",1
329,"('vacc_3_week_before', 'Selangor')",1
328,"('vacc_3_week_before', 'Sarawak')",1
46,"('ICU_2_day_before', 'Johor')",1
337,"('vacc_4_week_before', 'Melaka')",1
44,"('ICU_1_week_before', 'W.P. Labuan')",1
43,"('ICU_1_week_before', 'W.P. Kuala Lumpur')",1
339,"('vacc_4_week_before', 'Pahang')",1
338,"('vacc_4_week_before', 'Negeri Sembilan')",1
10,"('icu_covid', 'Sarawak')",1
11,"('icu_covid', 'Selangor')",1
12,"('icu_covid', 'Terengganu')",1
13,"('icu_covid', 'W.P. Kuala Lumpur')",1
14,"('icu_covid', 'W.P. Labuan')",1
15,"('icu_covid', 'W.P. Putrajaya')",1
16,"('ICU_1_day_before', 'Johor')",1
17,"('ICU_1_day_before', 'Kedah')",1
18,"('ICU_1_day_before', 'Kelantan')",1
83,"('ICU_3_day_before', 'Perlis')",1
19,"('ICU_1_day_before', 'Melaka')",1
21,"('ICU_1_day_before', 'Pahang')",1
22,"('ICU_1_day_before', 'Perak')",1
23,"('ICU_1_day_before', 'Perlis')",1
24,"('ICU_1_day_before', 'Sabah')",1
26,"('ICU_1_day_before', 'Selangor')",1
32,"('ICU_1_week_before', 'Kedah')",1
33,"('ICU_1_week_before', 'Kelantan')",1
34,"('ICU_1_week_before', 'Melaka')",1
37,"('ICU_1_week_before', 'Perak')",1
39,"('ICU_1_week_before', 'Sabah')",1
41,"('ICU_1_week_before', 'Selangor')",1
20,"('ICU_1_day_before', 'Negeri Sembilan')",1
85,"('ICU_3_day_before', 'Sarawak')",1
297,"('vacc_1_week_before', 'Sabah')",1
108,"('ICU_5_day_before', 'Kelantan')",1
132,"('ICU_6_day_before', 'Terengganu')",1
102,"('ICU_4_day_before', 'Terengganu')",1
106,"('ICU_5_day_before', 'Johor')",1
100,"('ICU_4_day_before', 'Sarawak')",1
99,"('ICU_4_day_before', 'Sabah')",1
325,"('vacc_3_week_before', 'Perak')",1
97,"('ICU_4_day_before', 'Perak')",1
131,"('ICU_6_day_before', 'Selangor')",1
112,"('ICU_5_day_before', 'Perak')",1
96,"('ICU_4_day_before', 'Pahang')",1
95,"('ICU_4_day_before', 'Negeri Sembilan')",1
327,"('vacc_3_week_before', 'Sabah')",1
114,"('ICU_5_day_before', 'Sabah')",1
103,"('ICU_4_day_before', 'W.P. Kuala Lumpur')",1
94,"('ICU_4_day_before', 'Melaka')",1
133,"('ICU_6_day_before', 'W.P. Kuala Lumpur')",1
118,"('ICU_5_day_before', 'W.P. Kuala Lumpur')",1
90,"('ICU_3_day_before', 'W.P. Putrajaya')",1
326,"('vacc_3_week_before', 'Perlis')",1
121,"('ICU_6_day_before', 'Johor')",1
122,"('ICU_6_day_before', 'Kedah')",1
123,"('ICU_6_day_before', 'Kelantan')",1
124,"('ICU_6_day_before', 'Melaka')",1
127,"('ICU_6_day_before', 'Perak')",1
88,"('ICU_3_day_before', 'W.P. Kuala Lumpur')",1
135,"('ICU_6_day_before', 'W.P. Putrajaya')",1
320,"('vacc_3_week_before', 'Kedah')",1
130,"('ICU_6_day_before', 'Sarawak')",1
92,"('ICU_4_day_before', 'Kedah')",1
324,"('vacc_3_week_before', 'Pahang')",1
84,"('ICU_3_day_before', 'Sabah')",2
278,"('cases_new', 'Pahang')",3
226,"('admitted_3_day_before', 'W.P. Labuan')",4
220,"('admitted_3_day_before', 'Perlis')",5
235,"('admitted_4_day_before', 'Perlis')",6
35,"('ICU_1_week_before', 'Negeri Sembilan')",7
111,"('ICU_5_day_before', 'Pahang')",8
263,"('admitted_6_day_before', 'Pahang')",9
318,"('vacc_2_week_before', 'W.P. Putrajaya')",10
211,"('admitted_2_week_before', 'W.P. Labuan')",11
332,"('vacc_3_week_before', 'W.P. Labuan')",12
107,"('ICU_5_day_before', 'Kedah')",13
27,"('ICU_1_day_before', 'Terengganu')",14
340,"('vacc_4_week_before', 'Perak')",15
284,"('cases_new', 'Selangor')",16
48,"('ICU_2_day_before', 'Kelantan')",17
271,"('admitted_6_day_before', 'W.P. Labuan')",18
174,"('admitted_1_week_before', 'Perak')",19
51,"('ICU_2_day_before', 'Pahang')",20
36,"('ICU_1_week_before', 'Pahang')",21
150,"('admitted_total', 'W.P. Labuan')",22
241,"('admitted_4_day_before', 'W.P. Labuan')",23
59,"('ICU_2_day_before', 'W.P. Labuan')",24
197,"('admitted_2_day_before', 'W.P. Putrajaya')",25
194,"('admitted_2_day_before', 'Terengganu')",26
323,"('vacc_3_week_before', 'Negeri Sembilan')",27
195,"('admitted_2_day_before', 'W.P. Kuala Lumpur')",28
144,"('admitted_total', 'Pulau Pinang')",29
149,"('admitted_total', 'W.P. Kuala Lumpur')",30
311,"('vacc_2_week_before', 'Perlis')",31
113,"('ICU_5_day_before', 'Perlis')",32
321,"('vacc_3_week_before', 'Kelantan')",33
119,"('ICU_5_day_before', 'W.P. Labuan')",34
40,"('ICU_1_week_before', 'Sarawak')",35
207,"('admitted_2_week_before', 'Sarawak')",36
322,"('vacc_3_week_before', 'Melaka')",37
25,"('ICU_1_day_before', 'Sarawak')",38
31,"('ICU_1_week_before', 'Johor')",39
117,"('ICU_5_day_before', 'Terengganu')",40
166,"('admitted_1_day_before', 'W.P. Labuan')",41
29,"('ICU_1_day_before', 'W.P. Labuan')",42
42,"('ICU_1_week_before', 'Terengganu')",43
68,"('ICU_2_week_before', 'Perlis')",44
342,"('vacc_4_week_before', 'Sabah')",45
167,"('admitted_1_day_before', 'W.P. Putrajaya')",46
341,"('vacc_4_week_before', 'Perlis')",47
204,"('admitted_2_week_before', 'Perak')",48
239,"('admitted_4_day_before', 'Terengganu')",49
109,"('ICU_5_day_before', 'Melaka')",50
306,"('vacc_2_week_before', 'Kelantan')",51
87,"('ICU_3_day_before', 'Terengganu')",52
28,"('ICU_1_day_before', 'W.P. Kuala Lumpur')",53
81,"('ICU_3_day_before', 'Pahang')",54
137,"('admitted_total', 'Kedah')",55
280,"('cases_new', 'Perlis')",56
344,"('vacc_4_week_before', 'Selangor')",57
203,"('admitted_2_week_before', 'Pahang')",58
104,"('ICU_4_day_before', 'W.P. Labuan')",59
222,"('admitted_3_day_before', 'Sarawak')",60
126,"('ICU_6_day_before', 'Pahang')",61
128,"('ICU_6_day_before', 'Perlis')",62
190,"('admitted_2_day_before', 'Perlis')",63
79,"('ICU_3_day_before', 'Melaka')",64
276,"('cases_new', 'Melaka')",65
78,"('ICU_3_day_before', 'Kelantan')",66
242,"('admitted_4_day_before', 'W.P. Putrajaya')",67
295,"('vacc_1_week_before', 'Perak')",68
272,"('admitted_6_day_before', 'W.P. Putrajaya')",69
191,"('admitted_2_day_before', 'Sabah')",70
141,"('admitted_total', 'Pahang')",71
129,"('ICU_6_day_before', 'Sabah')",72
54,"('ICU_2_day_before', 'Sabah')",73
143,"('admitted_total', 'Perlis')",74
45,"('ICU_1_week_before', 'W.P. Putrajaya')",75
53,"('ICU_2_day_before', 'Perlis')",76
173,"('admitted_1_week_before', 'Pahang')",77
186,"('admitted_2_day_before', 'Melaka')",78
175,"('admitted_1_week_before', 'Perlis')",79
86,"('ICU_3_day_before', 'Selangor')",80
89,"('ICU_3_day_before', 'W.P. Labuan')",81
75,"('ICU_2_week_before', 'W.P. Putrajaya')",82
273,"('cases_new', 'Johor')",83
9,"('icu_covid', 'Sabah')",84
187,"('admitted_2_day_before', 'Negeri Sembilan')",85
72,"('ICU_2_week_before', 'Terengganu')",86
64,"('ICU_2_week_before', 'Melaka')",87
73,"('ICU_2_week_before', 'W.P. Kuala Lumpur')",88
98,"('ICU_4_day_before', 'Perlis')",89
8,"('icu_covid', 'Pulau Pinang')",90
7,"('icu_covid', 'Perlis')",91
6,"('icu_covid', 'Perak')",92
181,"('admitted_1_week_before', 'W.P. Labuan')",93
5,"('icu_covid', 'Pahang')",94
4,"('icu_covid', 'Negeri Sembilan')",95
310,"('vacc_2_week_before', 'Perak')",96
343,"('vacc_4_week_before', 'Sarawak')",97
67,"('ICU_2_week_before', 'Perak')",98
315,"('vacc_2_week_before', 'Terengganu')",99
125,"('ICU_6_day_before', 'Negeri Sembilan')",100
